,city,local,parameter,value,unit
3927,Madrid,2020-02-16T11:00:00+01:00,pm25,35,µg/m³
3928,Madrid,2020-02-16T10:00:00+01:00,pm25,26,µg/m³
3929,Madrid,2020-02-16T10:00:00+01:00,no2,45,µg/m³
3930,Madrid,2020-02-16T10:00:00+01:00,pm25,33,µg/m³
3931,Madrid,2020-02-16T09:00:00+01:00,pm25,31,µg/m³
3932,Madrid,2020-02-16T09:00:00+01:00,pm25,25,µg/m³
3933,Madrid,2020-02-16T09:00:00+01:00,no2,41,µg/m³
3934,Madrid,2020-02-16T08:00:00+01:00,pm25,32,µg/m³
3935,Madrid,2020-02-16T08:00:00+01:00,pm25,23,µg/m³
3936,Madrid,2020-02-16T08:00:00+01:00,no2,44,µg/m³
3937,Madrid,2020-02-16T07:00:00+01:00,no2,42,µg/m³
3938,Madrid,2020-02-16T07:00:00+01:00,pm25,36,µg/m³
3939,Madrid,2020-02-16T07:00:00+01:00,pm25,26,µg/m³
3940,Madrid,2020-02-16T06:00:00+01:00,pm25,15,µg/m³
3941,Madrid,2020-02-16T06:00:00+01:00,pm25,26,µg/m³
3942,Madrid,2020-02-16T06:00:00+01:00,no2,46,µg/m³
3943,Madrid,2020-02-16T02:00:00+01:00,no2,61,µg/m³
3944,Madrid,2020-02-16T02:00:00+01:00,pm25,28,µg/m³
3945,Madrid,2020-02-16T02:00:00+01:00,pm25,24,µg/m³
3946,Madrid,2020-02-16T01:00:00+01:00,pm25,24,µg/m³
3947,Madrid,2020-02-16T01:00:00+01:00,no2,54,µg/m³
3948,Madrid,2020-02-16T01:00:00+01:00,pm25,20,µg/m³
3949,Madrid,2020-02-16T00:00:00+01:00,no2,62,µg/m³
3950,Madrid,2020-02-16T00:00:00+01:00,pm25,25,µg/m³
3951,Madrid,2020-02-16T00:00:00+01:00,pm25,23,µg/m³
3952,Madrid,2020-02-15T23:00:00+01:00,no2,73,µg/m³
3953,Madrid,2020-02-15T23:00:00+01:00,pm25,21,µg/m³
3954,Madrid,2020-02-15T23:00:00+01:00,pm25,18,µg/m³
3955,Madrid,2020-02-15T22:00:00+01:00,no2,76,µg/m³
3956,Madrid,2020-02-15T22:00:00+01:00,pm25,17,µg/m³
3957,Madrid,2020-02-15T22:00:00+01:00,pm25,22,µg/m³
3958,Madrid,2020-02-15T21:00:00+01:00,pm25,9,µg/m³
3959,Madrid,2020-02-15T21:00:00+01:00,pm25,14,µg/m³
3960,Madrid,2020-02-15T21:00:00+01:00,no2,70,µg/m³
3961,Madrid,2020-02-15T20:00:00+01:00,no2,59,µg/m³
3962,Madrid,2020-02-15T20:00:00+01:00,pm25,9,µg/m³
3963,Madrid,2020-02-15T20:00:00+01:00,pm25,12,µg/m³
3964,Madrid,2020-02-15T19:00:00+01:00,pm25,2,µg/m³
3965,Madrid,2020-02-15T19:00:00+01:00,pm25,10,µg/m³
3966,Madrid,2020-02-15T19:00:00+01:00,no2,47,µg/m³
3967,Madrid,2020-02-15T18:00:00+01:00,no2,30,µg/m³
3968,Madrid,2020-02-15T18:00:00+01:00,pm25,11,µg/m³
3969,Madrid,2020-02-15T18:00:00+01:00,pm25,16,µg/m³
3970,Madrid,2020-02-15T17:00:00+01:00,pm25,22,µg/m³
3971,Madrid,2020-02-15T17:00:00+01:00,pm25,18,µg/m³
3972,Madrid,2020-02-15T17:00:00+01:00,no2,19,µg/m³
3973,Madrid,2020-02-15T16:00:00+01:00,no2,29,µg/m³
3974,Madrid,2020-02-15T16:00:00+01:00,pm25,45,µg/m³
3975,Madrid,2020-02-15T16:00:00+01:00,pm25,23,µg/m³
3976,Madrid,2020-02-15T15:00:00+01:00,pm25,27,µg/m³
3977,Madrid,2020-02-15T15:00:00+01:00,pm25,49,µg/m³
3978,Madrid,2020-02-15T15:00:00+01:00,no2,34,µg/m³
3979,Madrid,2020-02-15T13:00:00+01:00,pm25,24,µg/m³
3980,Madrid,2020-02-15T13:00:00+01:00,no2,44,µg/m³
3981,Madrid,2020-02-15T12:00:00+01:00,no2,48,µg/m³
3982,Madrid,2020-02-15T11:00:00+01:00,no2,38,µg/m³
3983,Madrid,2020-02-15T10:00:00+01:00,pm25,14,µg/m³
3984,Madrid,2020-02-15T10:00:00+01:00,no2,31,µg/m³
3985,Madrid,2020-02-15T10:00:00+01:00,pm25,19,µg/m³
3986,Madrid,2020-02-15T08:00:00+01:00,no2,39,µg/m³
3987,Madrid,2020-02-15T08:00:00+01:00,pm25,18,µg/m³
3988,Madrid,2020-02-15T08:00:00+01:00,pm25,21,µg/m³
3989,Madrid,2020-02-15T06:00:00+01:00,no2,35,µg/m³
3990,Madrid,2020-02-15T06:00:00+01:00,pm25,18,µg/m³
3991,Madrid,2020-02-15T02:00:00+01:00,pm25,41,µg/m³
3992,Madrid,2020-02-15T02:00:00+01:00,no2,72,µg/m³
3993,Madrid,2020-02-15T02:00:00+01:00,pm25,33,µg/m³
3994,Madrid,2020-02-15T01:00:00+01:00,pm25,41,µg/m³
3995,Madrid,2020-02-15T01:00:00+01:00,pm25,33,µg/m³
3996,Madrid,2020-02-15T01:00:00+01:00,no2,59,µg/m³
3997,Madrid,2020-02-15T00:00:00+01:00,pm25,40,µg/m³
3998,Madrid,2020-02-15T00:00:00+01:00,no2,62,µg/m³
3999,Madrid,2020-02-15T00:00:00+01:00,pm25,33,µg/m³
4000,Madrid,2020-02-14T23:00:00+01:00,no2,66,µg/m³
4001,Madrid,2020-02-14T23:00:00+01:00,pm25,43,µg/m³
4002,Madrid,2020-02-14T23:00:00+01:00,pm25,34,µg/m³
4003,Madrid,2020-02-14T22:00:00+01:00,pm25,32,µg/m³
4004,Madrid,2020-02-14T22:00:00+01:00,pm25,42,µg/m³
4005,Madrid,2020-02-14T22:00:00+01:00,no2,78,µg/m³
4006,Madrid,2020-02-14T21:00:00+01:00,no2,79,µg/m³
4007,Madrid,2020-02-14T21:00:00+01:00,pm25,41,µg/m³
4008,Madrid,2020-02-14T21:00:00+01:00,pm25,30,µg/m³
4009,Madrid,2020-02-14T20:00:00+01:00,pm25,43,µg/m³
4010,Madrid,2020-02-14T20:00:00+01:00,no2,80,µg/m³
4011,Madrid,2020-02-14T20:00:00+01:00,pm25,33,µg/m³
4012,Madrid,2020-02-14T19:00:00+01:00,pm25,42,µg/m³
4013,Madrid,2020-02-14T19:00:00+01:00,pm25,31,µg/m³
4014,Madrid,2020-02-14T19:00:00+01:00,no2,76,µg/m³
4015,Madrid,2020-02-14T18:00:00+01:00,no2,67,µg/m³
4016,Madrid,2020-02-14T18:00:00+01:00,pm25,46,µg/m³
4017,Madrid,2020-02-14T18:00:00+01:00,pm25,34,µg/m³
4018,Madrid,2020-02-14T17:00:00+01:00,no2,60,µg/m³
4019,Madrid,2020-02-14T17:00:00+01:00,pm25,42,µg/m³
4020,Madrid,2020-02-14T17:00:00+01:00,pm25,34,µg/m³
4021,Madrid,2020-02-14T16:00:00+01:00,no2,49,µg/m³
4022,Madrid,2020-02-14T16:00:00+01:00,pm25,29,µg/m³
4023,Madrid,2020-02-14T16:00:00+01:00,pm25,33,µg/m³
4024,Madrid,2020-02-14T15:00:00+01:00,no2,39,µg/m³
4025,Madrid,2020-02-14T15:00:00+01:00,pm25,22,µg/m³
4026,Madrid,2020-02-14T14:00:00+01:00,no2,30,µg/m³
4027,Madrid,2020-02-14T14:00:00+01:00,pm25,20,µg/m³
4028,Madrid,2020-02-14T13:00:00+01:00,pm25,24,µg/m³
4029,Madrid,2020-02-14T13:00:00+01:00,no2,27,µg/m³
4030,Madrid,2020-02-14T13:00:00+01:00,pm25,22,µg/m³
4031,Madrid,2020-02-14T12:00:00+01:00,no2,23,µg/m³
4032,Madrid,2020-02-14T12:00:00+01:00,pm25,22,µg/m³
4033,Madrid,2020-02-14T12:00:00+01:00,pm25,25,µg/m³
4034,Madrid,2020-02-14T11:00:00+01:00,no2,28,µg/m³
4035,Madrid,2020-02-14T11:00:00+01:00,pm25,23,µg/m³
4036,Madrid,2020-02-14T10:00:00+01:00,no2,34,µg/m³
4037,Madrid,2020-02-14T10:00:00+01:00,pm25,25,µg/m³
4038,Madrid,2020-02-14T10:00:00+01:00,pm25,30,µg/m³
4039,Madrid,2020-02-14T09:00:00+01:00,pm25,20,µg/m³
4040,Madrid,2020-02-14T09:00:00+01:00,no2,36,µg/m³
4041,Madrid,2020-02-14T09:00:00+01:00,pm25,25,µg/m³
4042,Madrid,2020-02-14T08:00:00+01:00,pm25,20,µg/m³
4043,Madrid,2020-02-14T08:00:00+01:00,no2,27,µg/m³
4044,Madrid,2020-02-14T08:00:00+01:00,pm25,17,µg/m³
4045,Madrid,2020-02-14T07:00:00+01:00,pm25,17,µg/m³
4046,Madrid,2020-02-14T07:00:00+01:00,pm25,20,µg/m³
4047,Madrid,2020-02-14T07:00:00+01:00,no2,23,µg/m³
4048,Madrid,2020-02-14T06:00:00+01:00,pm25,16,µg/m³
4049,Madrid,2020-02-14T06:00:00+01:00,pm25,18,µg/m³
4050,Madrid,2020-02-14T06:00:00+01:00,no2,21,µg/m³
4051,Madrid,2020-02-14T02:00:00+01:00,pm25,17,µg/m³
4052,Madrid,2020-02-14T02:00:00+01:00,pm25,21,µg/m³
4053,Madrid,2020-02-14T02:00:00+01:00,no2,49,µg/m³
4054,Madrid,2020-02-14T01:00:00+01:00,no2,46,µg/m³
4055,Madrid,2020-02-14T01:00:00+01:00,pm25,14,µg/m³
4056,Madrid,2020-02-14T01:00:00+01:00,pm25,17,µg/m³
4057,Madrid,2020-02-14T00:00:00+01:00,no2,44,µg/m³
4058,Madrid,2020-02-14T00:00:00+01:00,pm25,14,µg/m³
4059,Madrid,2020-02-14T00:00:00+01:00,pm25,17,µg/m³
4060,Madrid,2020-02-13T23:00:00+01:00,no2,45,µg/m³
4061,Madrid,2020-02-13T23:00:00+01:00,pm25,15,µg/m³
4062,Madrid,2020-02-13T23:00:00+01:00,pm25,18,µg/m³
4063,Madrid,2020-02-13T22:00:00+01:00,no2,46,µg/m³
4064,Madrid,2020-02-13T22:00:00+01:00,pm25,20,µg/m³
4065,Madrid,2020-02-13T22:00:00+01:00,pm25,16,µg/m³
4066,Madrid,2020-02-13T21:00:00+01:00,pm25,14,µg/m³
4067,Madrid,2020-02-13T21:00:00+01:00,no2,52,µg/m³
4068,Madrid,2020-02-13T21:00:00+01:00,pm25,10,µg/m³
4069,Madrid,2020-02-13T20:00:00+01:00,pm25,15,µg/m³
4070,Madrid,2020-02-13T20:00:00+01:00,pm25,10,µg/m³
4071,Madrid,2020-02-13T20:00:00+01:00,no2,53,µg/m³
4072,Madrid,2020-02-13T19:00:00+01:00,pm25,13,µg/m³
4073,Madrid,2020-02-13T19:00:00+01:00,no2,44,µg/m³
4074,Madrid,2020-02-13T19:00:00+01:00,pm25,18,µg/m³
4075,Madrid,2020-02-13T18:00:00+01:00,pm25,14,µg/m³
4076,Madrid,2020-02-13T18:00:00+01:00,no2,33,µg/m³
4077,Madrid,2020-02-13T18:00:00+01:00,pm25,20,µg/m³
4078,Madrid,2020-02-13T17:00:00+01:00,pm25,21,µg/m³
4079,Madrid,2020-02-13T17:00:00+01:00,pm25,17,µg/m³
4080,Madrid,2020-02-13T17:00:00+01:00,no2,32,µg/m³
4081,Madrid,2020-02-13T16:00:00+01:00,pm25,19,µg/m³
4082,Madrid,2020-02-13T16:00:00+01:00,pm25,16,µg/m³
4083,Madrid,2020-02-13T16:00:00+01:00,no2,27,µg/m³
4084,Madrid,2020-02-13T15:00:00+01:00,pm25,21,µg/m³
4085,Madrid,2020-02-13T15:00:00+01:00,pm25,16,µg/m³
4086,Madrid,2020-02-13T15:00:00+01:00,no2,30,µg/m³
4087,Madrid,2020-02-13T14:00:00+01:00,pm25,21,µg/m³
4088,Madrid,2020-02-13T14:00:00+01:00,no2,32,µg/m³
4089,Madrid,2020-02-13T14:00:00+01:00,pm25,17,µg/m³
4090,Madrid,2020-02-13T13:00:00+01:00,pm25,31,µg/m³
4091,Madrid,2020-02-13T13:00:00+01:00,no2,32,µg/m³
4092,Madrid,2020-02-13T13:00:00+01:00,pm25,26,µg/m³
4093,Madrid,2020-02-13T12:00:00+01:00,pm25,37,µg/m³
4094,Madrid,2020-02-13T12:00:00+01:00,no2,37,µg/m³
4095,Madrid,2020-02-13T12:00:00+01:00,pm25,30,µg/m³
4096,Madrid,2020-02-13T11:00:00+01:00,no2,43,µg/m³
4097,Madrid,2020-02-13T11:00:00+01:00,pm25,36,µg/m³
4098,Madrid,2020-02-13T11:00:00+01:00,pm25,44,µg/m³
4099,Madrid,2020-02-13T10:00:00+01:00,no2,50,µg/m³
4100,Madrid,2020-02-13T10:00:00+01:00,pm25,32,µg/m³
4101,Madrid,2020-02-13T10:00:00+01:00,pm25,39,µg/m³
4102,Madrid,2020-02-13T09:00:00+01:00,no2,49,µg/m³
4103,Madrid,2020-02-13T09:00:00+01:00,pm25,34,µg/m³
4104,Madrid,2020-02-13T09:00:00+01:00,pm25,39,µg/m³
4105,Madrid,2020-02-13T08:00:00+01:00,pm25,38,µg/m³
4106,Madrid,2020-02-13T08:00:00+01:00,no2,44,µg/m³
4107,Madrid,2020-02-13T08:00:00+01:00,pm25,34,µg/m³
4108,Madrid,2020-02-13T07:00:00+01:00,no2,35,µg/m³
4109,Madrid,2020-02-13T07:00:00+01:00,pm25,36,µg/m³
4110,Madrid,2020-02-13T07:00:00+01:00,pm25,33,µg/m³
4111,Madrid,2020-02-13T06:00:00+01:00,pm25,36,µg/m³
4112,Madrid,2020-02-13T06:00:00+01:00,pm25,32,µg/m³
4113,Madrid,2020-02-13T06:00:00+01:00,no2,35,µg/m³
4114,Madrid,2020-02-13T05:00:00+01:00,pm25,31,µg/m³
4115,Madrid,2020-02-13T05:00:00+01:00,no2,37,µg/m³
4116,Madrid,2020-02-13T05:00:00+01:00,pm25,27,µg/m³
4117,Madrid,2020-02-13T04:00:00+01:00,no2,34,µg/m³
4118,Madrid,2020-02-13T04:00:00+01:00,pm25,29,µg/m³
4119,Madrid,2020-02-13T04:00:00+01:00,pm25,33,µg/m³
4120,Madrid,2020-02-13T03:00:00+01:00,pm25,31,µg/m³
4121,Madrid,2020-02-13T03:00:00+01:00,pm25,27,µg/m³
4122,Madrid,2020-02-13T03:00:00+01:00,no2,47,µg/m³
4123,Madrid,2020-02-13T02:00:00+01:00,pm25,29,µg/m³
4124,Madrid,2020-02-13T02:00:00+01:00,no2,50,µg/m³
4125,Madrid,2020-02-13T02:00:00+01:00,pm25,34,µg/m³
4126,Madrid,2020-02-13T01:00:00+01:00,pm25,29,µg/m³
4127,Madrid,2020-02-13T01:00:00+01:00,no2,55,µg/m³
4128,Madrid,2020-02-13T01:00:00+01:00,pm25,36,µg/m³
4129,Madrid,2020-02-13T00:00:00+01:00,pm25,42,µg/m³
4130,Madrid,2020-02-12T23:00:00+01:00,pm25,40,µg/m³
4131,Madrid,2020-02-12T22:00:00+01:00,pm25,35,µg/m³
4132,Madrid,2020-02-12T21:00:00+01:00,pm25,33,µg/m³
4133,Madrid,2020-02-12T20:00:00+01:00,pm25,38,µg/m³
4134,Madrid,2020-02-12T19:00:00+01:00,pm25,37,µg/m³
4135,Madrid,2020-02-12T18:00:00+01:00,pm25,41,µg/m³
4136,Madrid,2020-02-12T17:00:00+01:00,pm25,48,µg/m³
4137,Madrid,2020-02-12T16:00:00+01:00,pm25,52,µg/m³
4138,Madrid,2020-02-12T15:00:00+01:00,pm25,38,µg/m³
4139,Madrid,2020-02-12T12:00:00+01:00,pm25,40,µg/m³
4140,Madrid,2020-02-12T11:00:00+01:00,pm25,41,µg/m³
4141,Madrid,2020-02-12T10:00:00+01:00,pm25,49,µg/m³
4142,Madrid,2020-02-12T09:00:00+01:00,pm25,53,µg/m³
4143,Madrid,2020-02-12T08:00:00+01:00,pm25,49,µg/m³
4144,Madrid,2020-02-12T07:00:00+01:00,pm25,40,µg/m³
4145,Madrid,2020-02-12T06:00:00+01:00,pm25,39,µg/m³
4146,Madrid,2020-02-12T05:00:00+01:00,pm25,37,µg/m³
4147,Madrid,2020-02-12T04:00:00+01:00,pm25,37,µg/m³
4148,Madrid,2020-02-12T03:00:00+01:00,pm25,34,µg/m³
4149,Madrid,2020-02-12T02:00:00+01:00,pm25,34,µg/m³
4150,Madrid,2020-02-12T01:00:00+01:00,no2,53,µg/m³
4151,Madrid,2020-02-12T01:00:00+01:00,pm25,34,µg/m³
4152,Madrid,2020-02-12T01:00:00+01:00,pm25,30,µg/m³
4153,Madrid,2020-02-12T00:00:00+01:00,pm25,29,µg/m³
4154,Madrid,2020-02-12T00:00:00+01:00,no2,50,µg/m³
4155,Madrid,2020-02-12T00:00:00+01:00,pm25,33,µg/m³
4156,Madrid,2020-02-11T23:00:00+01:00,no2,51,µg/m³
4157,Madrid,2020-02-11T23:00:00+01:00,pm25,25,µg/m³
4158,Madrid,2020-02-11T23:00:00+01:00,pm25,30,µg/m³
4159,Madrid,2020-02-11T22:00:00+01:00,no2,56,µg/m³
4160,Madrid,2020-02-11T22:00:00+01:00,pm25,31,µg/m³
4161,Madrid,2020-02-11T22:00:00+01:00,pm25,25,µg/m³
4162,Madrid,2020-02-11T21:00:00+01:00,pm25,38,µg/m³
4163,Madrid,2020-02-11T21:00:00+01:00,no2,57,µg/m³
4164,Madrid,2020-02-11T21:00:00+01:00,pm25,29,µg/m³
4165,Madrid,2020-02-11T20:00:00+01:00,no2,68,µg/m³
4166,Madrid,2020-02-11T20:00:00+01:00,pm25,52,µg/m³
4167,Madrid,2020-02-11T20:00:00+01:00,pm25,39,µg/m³
4168,Madrid,2020-02-11T19:00:00+01:00,no2,77,µg/m³
4169,Madrid,2020-02-11T19:00:00+01:00,pm25,66,µg/m³
4170,Madrid,2020-02-11T19:00:00+01:00,pm25,50,µg/m³
4171,Madrid,2020-02-11T18:00:00+01:00,pm25,68,µg/m³
4172,Madrid,2020-02-10T10:00:00+01:00,no2,56,µg/m³
4173,Madrid,2020-02-10T10:00:00+01:00,pm25,17,µg/m³
4174,Madrid,2020-02-10T09:00:00+01:00,no2,55,µg/m³
4175,Madrid,2020-02-10T09:00:00+01:00,pm25,17,µg/m³
4176,Madrid,2020-02-10T08:00:00+01:00,pm25,14,µg/m³
4177,Madrid,2020-02-10T08:00:00+01:00,no2,44,µg/m³
4178,Madrid,2020-02-10T07:00:00+01:00,pm25,13,µg/m³
4179,Madrid,2020-02-10T07:00:00+01:00,no2,23,µg/m³
4180,Madrid,2020-02-10T06:00:00+01:00,pm25,13,µg/m³
4181,Madrid,2020-02-10T06:00:00+01:00,pm25,15,µg/m³
4182,Madrid,2020-02-10T06:00:00+01:00,no2,18,µg/m³
4183,Madrid,2020-02-10T02:00:00+01:00,pm25,18,µg/m³
4184,Madrid,2020-02-10T02:00:00+01:00,no2,27,µg/m³
4185,Madrid,2020-02-10T02:00:00+01:00,pm25,15,µg/m³
4186,Madrid,2020-02-10T01:00:00+01:00,pm25,16,µg/m³
4187,Madrid,2020-02-10T01:00:00+01:00,no2,44,µg/m³
4188,Madrid,2020-02-10T00:00:00+01:00,no2,68,µg/m³
4189,Madrid,2020-02-10T00:00:00+01:00,pm25,19,µg/m³
4190,Madrid,2020-02-09T23:00:00+01:00,no2,77,µg/m³
4191,Madrid,2020-02-09T23:00:00+01:00,pm25,16,µg/m³
4192,Madrid,2020-02-09T22:00:00+01:00,pm25,13,µg/m³
4193,Madrid,2020-02-09T22:00:00+01:00,no2,41,µg/m³
4194,Madrid,2020-02-09T21:00:00+01:00,no2,35,µg/m³
4195,Madrid,2020-02-09T21:00:00+01:00,pm25,11,µg/m³
4196,Madrid,2020-02-09T20:00:00+01:00,no2,48,µg/m³
4197,Madrid,2020-02-09T20:00:00+01:00,pm25,10,µg/m³
4198,Madrid,2020-02-09T19:00:00+01:00,pm25,12,µg/m³
4199,Madrid,2020-02-09T19:00:00+01:00,no2,43,µg/m³
4200,Madrid,2020-02-09T18:00:00+01:00,pm25,13,µg/m³
4201,Madrid,2020-02-09T18:00:00+01:00,no2,34,µg/m³
4202,Madrid,2020-02-09T17:00:00+01:00,pm25,17,µg/m³
4203,Madrid,2020-02-09T17:00:00+01:00,no2,33,µg/m³
4204,Madrid,2020-02-09T16:00:00+01:00,pm25,21,µg/m³
4205,Madrid,2020-02-09T16:00:00+01:00,no2,35,µg/m³
4206,Madrid,2020-02-09T15:00:00+01:00,no2,38,µg/m³
4207,Madrid,2020-02-09T15:00:00+01:00,pm25,19,µg/m³
4208,Madrid,2020-02-09T14:00:00+01:00,pm25,17,µg/m³
4209,Madrid,2020-02-09T14:00:00+01:00,no2,41,µg/m³
4210,Madrid,2020-02-09T13:00:00+01:00,pm25,21,µg/m³
4211,Madrid,2020-02-09T13:00:00+01:00,no2,38,µg/m³
4212,Madrid,2020-02-09T12:00:00+01:00,pm25,28,µg/m³
4213,Madrid,2020-02-09T12:00:00+01:00,pm25,34,µg/m³
4214,Madrid,2020-02-09T12:00:00+01:00,no2,39,µg/m³
4215,Madrid,2020-02-09T11:00:00+01:00,pm25,27,µg/m³
4216,Madrid,2020-02-09T11:00:00+01:00,no2,34,µg/m³
4217,Madrid,2020-02-09T10:00:00+01:00,pm25,25,µg/m³
4218,Madrid,2020-02-09T10:00:00+01:00,no2,29,µg/m³
4219,Madrid,2020-02-09T09:00:00+01:00,pm25,29,µg/m³
4220,Madrid,2020-02-09T09:00:00+01:00,no2,27,µg/m³
4221,Madrid,2020-02-09T08:00:00+01:00,pm25,29,µg/m³
4222,Madrid,2020-02-09T08:00:00+01:00,no2,32,µg/m³
4223,Madrid,2020-02-09T07:00:00+01:00,no2,31,µg/m³
4224,Madrid,2020-02-09T07:00:00+01:00,pm25,30,µg/m³
4225,Madrid,2020-02-09T06:00:00+01:00,no2,41,µg/m³
4226,Madrid,2020-02-09T06:00:00+01:00,pm25,29,µg/m³
4227,Madrid,2020-02-09T02:00:00+01:00,no2,28,µg/m³
4228,Madrid,2020-02-09T02:00:00+01:00,pm25,27,µg/m³
4229,Madrid,2020-02-09T02:00:00+01:00,pm25,21,µg/m³
4230,Madrid,2020-02-09T01:00:00+01:00,no2,23,µg/m³
4231,Madrid,2020-02-09T01:00:00+01:00,pm25,18,µg/m³
4232,Madrid,2020-02-09T00:00:00+01:00,pm25,21,µg/m³
4233,Madrid,2020-02-09T00:00:00+01:00,no2,25,µg/m³
4234,Madrid,2020-02-08T23:00:00+01:00,pm25,21,µg/m³
4235,Madrid,2020-02-08T23:00:00+01:00,no2,50,µg/m³
4236,Madrid,2020-02-08T22:00:00+01:00,no2,60,µg/m³
4237,Madrid,2020-02-08T22:00:00+01:00,pm25,20,µg/m³
4238,Madrid,2020-02-08T21:00:00+01:00,no2,43,µg/m³
4239,Madrid,2020-02-08T21:00:00+01:00,pm25,15,µg/m³
4240,Madrid,2020-02-08T20:00:00+01:00,pm25,14,µg/m³
4241,Madrid,2020-02-08T20:00:00+01:00,no2,45,µg/m³
4242,Madrid,2020-02-08T19:00:00+01:00,pm25,16,µg/m³
4243,Madrid,2020-02-08T19:00:00+01:00,no2,35,µg/m³
4244,Madrid,2020-02-08T18:00:00+01:00,no2,28,µg/m³
4245,Madrid,2020-02-08T18:00:00+01:00,pm25,19,µg/m³
4246,Madrid,2020-02-08T17:00:00+01:00,no2,27,µg/m³
4247,Madrid,2020-02-08T17:00:00+01:00,pm25,23,µg/m³
4248,Madrid,2020-02-08T16:00:00+01:00,no2,37,µg/m³
4249,Madrid,2020-02-08T16:00:00+01:00,pm25,27,µg/m³
4250,Madrid,2020-02-08T16:00:00+01:00,pm25,35,µg/m³
4251,Madrid,2020-02-08T15:00:00+01:00,pm25,31,µg/m³
4252,Madrid,2020-02-08T15:00:00+01:00,no2,47,µg/m³
4253,Madrid,2020-02-08T14:00:00+01:00,pm25,28,µg/m³
4254,Madrid,2020-02-08T14:00:00+01:00,no2,39,µg/m³
4255,Madrid,2020-02-08T13:00:00+01:00,pm25,35,µg/m³
4256,Madrid,2020-02-08T13:00:00+01:00,no2,41,µg/m³
4257,Madrid,2020-02-08T13:00:00+01:00,pm25,48,µg/m³
4258,Madrid,2020-02-08T12:00:00+01:00,pm25,40,µg/m³
4259,Madrid,2020-02-08T12:00:00+01:00,no2,55,µg/m³
4260,Madrid,2020-02-08T12:00:00+01:00,pm25,55,µg/m³
4261,Madrid,2020-02-08T11:00:00+01:00,pm25,37,µg/m³
4262,Madrid,2020-02-08T11:00:00+01:00,no2,54,µg/m³
4263,Madrid,2020-02-08T08:00:00+01:00,pm25,47,µg/m³
4264,Madrid,2020-02-08T08:00:00+01:00,no2,50,µg/m³
4265,Madrid,2020-02-08T08:00:00+01:00,pm25,32,µg/m³
4266,Madrid,2020-02-08T07:00:00+01:00,no2,48,µg/m³
4267,Madrid,2020-02-08T07:00:00+01:00,pm25,30,µg/m³
4268,Madrid,2020-02-08T06:00:00+01:00,no2,52,µg/m³
4269,Madrid,2020-02-08T06:00:00+01:00,pm25,32,µg/m³
4270,Madrid,2020-02-08T02:00:00+01:00,no2,75,µg/m³
4271,Madrid,2020-02-08T02:00:00+01:00,pm25,30,µg/m³
4272,Madrid,2020-02-08T02:00:00+01:00,pm25,42,µg/m³
4273,Madrid,2020-02-08T01:00:00+01:00,pm25,33,µg/m³
4274,Madrid,2020-02-08T01:00:00+01:00,no2,83,µg/m³
4275,Madrid,2020-02-08T01:00:00+01:00,pm25,46,µg/m³
4276,Madrid,2020-02-08T00:00:00+01:00,pm25,34,µg/m³
4277,Madrid,2020-02-08T00:00:00+01:00,no2,94,µg/m³
4278,Madrid,2020-02-08T00:00:00+01:00,pm25,47,µg/m³
4279,Madrid,2020-02-07T23:00:00+01:00,pm25,23,µg/m³
4280,Madrid,2020-02-07T23:00:00+01:00,no2,83,µg/m³
4281,Madrid,2020-02-07T22:00:00+01:00,no2,72,µg/m³
4282,Madrid,2020-02-07T22:00:00+01:00,pm25,25,µg/m³
4283,Madrid,2020-02-07T22:00:00+01:00,pm25,36,µg/m³
4284,Madrid,2020-02-07T21:00:00+01:00,pm25,34,µg/m³
4285,Madrid,2020-02-07T21:00:00+01:00,no2,71,µg/m³
4286,Madrid,2020-02-07T21:00:00+01:00,pm25,23,µg/m³
4287,Madrid,2020-02-07T20:00:00+01:00,pm25,34,µg/m³
4288,Madrid,2020-02-07T20:00:00+01:00,no2,58,µg/m³
4289,Madrid,2020-02-07T20:00:00+01:00,pm25,23,µg/m³
4290,Madrid,2020-02-07T19:00:00+01:00,no2,61,µg/m³
4291,Madrid,2020-02-07T19:00:00+01:00,pm25,22,µg/m³
4292,Madrid,2020-02-07T18:00:00+01:00,pm25,34,µg/m³
4293,Madrid,2020-02-07T18:00:00+01:00,no2,61,µg/m³
4294,Madrid,2020-02-07T18:00:00+01:00,pm25,21,µg/m³
4295,Madrid,2020-02-07T17:00:00+01:00,pm25,26,µg/m³
4296,Madrid,2020-02-07T17:00:00+01:00,no2,55,µg/m³
4297,Madrid,2020-02-07T16:00:00+01:00,pm25,31,µg/m³
4298,Madrid,2020-02-07T16:00:00+01:00,pm25,20,µg/m³
4299,Madrid,2020-02-07T16:00:00+01:00,no2,48,µg/m³
4300,Madrid,2020-02-07T15:00:00+01:00,pm25,23,µg/m³
4301,Madrid,2020-02-07T15:00:00+01:00,no2,45,µg/m³
4302,Madrid,2020-02-07T14:00:00+01:00,no2,44,µg/m³
4303,Madrid,2020-02-07T14:00:00+01:00,pm25,21,µg/m³
4304,Madrid,2020-02-07T13:00:00+01:00,pm25,23,µg/m³
4305,Madrid,2020-02-07T13:00:00+01:00,no2,47,µg/m³
4306,Madrid,2020-02-07T12:00:00+01:00,no2,55,µg/m³
4307,Madrid,2020-02-07T12:00:00+01:00,pm25,30,µg/m³
